MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20050412,NC,100.00,0.00,0.00,0.00,0.00,0.00,2005-04-12,2005-04-18,1
20050405,NC,100.00,0.00,0.00,0.00,0.00,0.00,2005-04-05,2005-04-11,1
20050329,NC,73.46,26.54,0.00,0.00,0.00,0.00,2005-03-29,2005-04-04,1
20050322,NC,66.66,33.34,0.00,0.00,0.00,0.00,2005-03-22,2005-03-28,1
20050315,NC,55.91,44.09,0.00,0.00,0.00,0.00,2005-03-15,2005-03-21,1
20050308,NC,55.91,44.09,0.00,0.00,0.00,0.00,2005-03-08,2005-03-14,1
20050301,NC,100.00,0.00,0.00,0.00,0.00,0.00,2005-03-01,2005-03-07,1
20050222,NC,99.26,0.74,0.00,0.00,0.00,0.00,2005-02-22,2005-02-28,1
20050215,NC,99.26,0.74,0.00,0.00,0.00,0.00,2005-02-15,2005-02-21,1
20050208,NC,100.00,0.00,0.00,0.00,0.00,0.00,2005-02-08,2005-02-14,1
20050201,NC,100.00,0.00,0.00,0.00,0.00,0.00,2005-02-01,2005-02-07,1
20050125,NC,100.00,0.00,0.00,0.00,0.00,0.00,2005-01-25,2005-01-31,1
20050118,NC,100.00,0.00,0.00,0.00,0.00,0.00,2005-01-18,2005-01-24,1
20050111,NC,100.00,0.00,0.00,0.00,0.00,0.00,2005-01-11,2005-01-17,1
20050104,NC,100.00,0.00,0.00,0.00,0.00,0.00,2005-01-04,2005-01-10,1
20041228,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041221,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-21,2004-12-27,1
20041214,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-14,2004-12-20,1
20041207,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-07,2004-12-13,1
20041130,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-11-30,2004-12-06,1
20041123,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-11-23,2004-11-29,1
20041116,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-11-16,2004-11-22,1
20041109,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-11-09,2004-11-15,1
20041102,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-11-02,2004-11-08,1
20041026,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-10-26,2004-11-01,1
20041019,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-10-19,2004-10-25,1
20041012,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-10-12,2004-10-18,1
20041005,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-10-05,2004-10-11,1
20040928,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-09-28,2004-10-04,1
20040921,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-09-21,2004-09-27,1
20040914,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-09-14,2004-09-20,1
20040907,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-09-07,2004-09-13,1
20040831,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-08-31,2004-09-06,1
20040824,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-08-24,2004-08-30,1
20040817,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-08-17,2004-08-23,1
20040810,NC,87.63,12.37,0.00,0.00,0.00,0.00,2004-08-10,2004-08-16,1
20040803,NC,95.32,4.68,0.00,0.00,0.00,0.00,2004-08-03,2004-08-09,1
20040727,NC,95.20,4.80,0.00,0.00,0.00,0.00,2004-07-27,2004-08-02,1
20040720,NC,96.04,3.96,0.00,0.00,0.00,0.00,2004-07-20,2004-07-26,1
20040713,NC,85.83,14.17,0.00,0.00,0.00,0.00,2004-07-13,2004-07-19,1
20040706,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-07-06,2004-07-12,1
20040629,NC,98.93,1.07,0.01,0.00,0.00,0.00,2004-06-29,2004-07-05,1
20040622,NC,72.90,27.10,1.53,0.01,0.00,0.00,2004-06-22,2004-06-28,1
20040615,NC,68.80,31.20,1.87,0.01,0.00,0.00,2004-06-15,2004-06-21,1
20040608,NC,68.66,31.34,6.85,1.48,0.00,0.00,2004-06-08,2004-06-14,1
20040601,NC,75.94,24.06,5.11,1.48,0.00,0.00,2004-06-01,2004-06-07,1
20040525,NC,75.79,24.21,1.33,0.08,0.00,0.00,2004-05-25,2004-05-31,1
20040518,NC,90.72,9.28,0.91,0.00,0.00,0.00,2004-05-18,2004-05-24,1
20040511,NC,88.82,11.18,0.91,0.00,0.00,0.00,2004-05-11,2004-05-17,1
20040504,NC,75.18,24.82,2.17,0.00,0.00,0.00,2004-05-04,2004-05-10,1
20040427,NC,65.56,34.44,0.30,0.00,0.00,0.00,2004-04-27,2004-05-03,1
20040420,NC,64.53,35.47,0.00,0.00,0.00,0.00,2004-04-20,2004-04-26,1
20040413,NC,30.89,69.11,0.00,0.00,0.00,0.00,2004-04-13,2004-04-19,1
20040406,NC,30.48,69.52,0.00,0.00,0.00,0.00,2004-04-06,2004-04-12,1
20040330,NC,78.84,21.16,0.00,0.00,0.00,0.00,2004-03-30,2004-04-05,1
20040323,NC,87.45,12.55,0.00,0.00,0.00,0.00,2004-03-23,2004-03-29,1
20040316,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-03-16,2004-03-22,1
20040309,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-03-09,2004-03-15,1
20040302,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-03-02,2004-03-08,1
20040224,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-02-24,2004-03-01,1
20040217,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-02-17,2004-02-23,1
20040210,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-02-10,2004-02-16,1
20040203,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-02-03,2004-02-09,1
20040127,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-01-27,2004-02-02,1
20040120,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-01-20,2004-01-26,1
20040113,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-01-13,2004-01-19,1
20040106,NC,100.00,0.00,0.00,0.00,0.00,0.00,2004-01-06,2004-01-12,1
20031230,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031223,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-23,2003-12-29,1
20031216,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-16,2003-12-22,1
20031209,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-09,2003-12-15,1
20031202,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-02,2003-12-08,1
20031125,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-11-25,2003-12-01,1
20031118,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-11-18,2003-11-24,1
20031111,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-11-11,2003-11-17,1
20031104,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-11-04,2003-11-10,1
20031028,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-10-28,2003-11-03,1
20031021,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-10-21,2003-10-27,1
20031014,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-10-14,2003-10-20,1
20031007,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-10-07,2003-10-13,1
20030930,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-09-30,2003-10-06,1
20030923,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-09-23,2003-09-29,1
20030916,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-09-16,2003-09-22,1
20030909,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-09-09,2003-09-15,1
20030902,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-09-02,2003-09-08,1
20030826,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-08-26,2003-09-01,1
20030819,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-08-19,2003-08-25,1
20030812,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-08-12,2003-08-18,1
20030805,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-08-05,2003-08-11,1
20030729,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-07-29,2003-08-04,1
20030722,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-07-22,2003-07-28,1
20030715,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-07-15,2003-07-21,1
20030708,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-07-08,2003-07-14,1
20030701,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-07-01,2003-07-07,1
20030624,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-06-24,2003-06-30,1
20030617,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-06-17,2003-06-23,1
20030610,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-06-10,2003-06-16,1
20030603,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-06-03,2003-06-09,1
20030527,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-05-27,2003-06-02,1
20030520,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-05-20,2003-05-26,1
20030513,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-05-13,2003-05-19,1
20030506,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-05-06,2003-05-12,1
20030429,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-04-29,2003-05-05,1
20030422,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-04-22,2003-04-28,1
20030415,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-04-15,2003-04-21,1
20030408,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-04-08,2003-04-14,1
20030401,NC,100.00,0.00,0.00,0.00,0.00,0.00,2003-04-01,2003-04-07,1
20030325,NC,91.84,8.16,0.00,0.00,0.00,0.00,2003-03-25,2003-03-31,1
20030318,NC,81.44,18.56,0.00,0.00,0.00,0.00,2003-03-18,2003-03-24,1
20030311,NC,81.03,18.97,0.00,0.00,0.00,0.00,2003-03-11,2003-03-17,1
20030304,NC,69.98,30.02,0.00,0.00,0.00,0.00,2003-03-04,2003-03-10,1
20030225,NC,69.75,30.25,0.00,0.00,0.00,0.00,2003-02-25,2003-03-03,1
20030218,NC,69.91,30.09,0.00,0.00,0.00,0.00,2003-02-18,2003-02-24,1
20030211,NC,65.00,35.00,0.00,0.00,0.00,0.00,2003-02-11,2003-02-17,1
20030204,NC,72.54,27.46,0.00,0.00,0.00,0.00,2003-02-04,2003-02-10,1
20030128,NC,79.19,20.81,0.00,0.00,0.00,0.00,2003-01-28,2003-02-03,1
20030121,NC,80.37,19.63,0.00,0.00,0.00,0.00,2003-01-21,2003-01-27,1
20030114,NC,79.55,20.45,0.00,0.00,0.00,0.00,2003-01-14,2003-01-20,1
20030107,NC,79.98,20.02,0.00,0.00,0.00,0.00,2003-01-07,2003-01-13,1
20021231,NC,80.43,19.57,0.00,0.00,0.00,0.00,2002-12-31,2003-01-06,1
20021224,NC,70.05,29.95,0.00,0.00,0.00,0.00,2002-12-24,2002-12-30,1
20021217,NC,69.56,30.44,0.01,0.00,0.00,0.00,2002-12-17,2002-12-23,1
20021210,NC,53.42,46.58,6.76,0.00,0.00,0.00,2002-12-10,2002-12-16,1
20021203,NC,52.51,47.49,10.67,0.00,0.00,0.00,2002-12-03,2002-12-09,1
20021126,NC,52.30,47.70,11.78,0.00,0.00,0.00,2002-11-26,2002-12-02,1
20021119,NC,52.72,47.28,11.79,0.00,0.00,0.00,2002-11-19,2002-11-25,1
20021112,NC,49.94,50.06,26.02,8.14,0.00,0.00,2002-11-12,2002-11-18,1
20021105,NC,28.88,71.12,46.93,24.45,0.00,0.00,2002-11-05,2002-11-11,1
20021029,NC,15.31,84.69,50.89,32.38,6.31,0.00,2002-10-29,2002-11-04,1
20021022,NC,16.82,83.18,57.03,35.73,7.73,0.00,2002-10-22,2002-10-28,1
20021015,NC,19.25,80.75,57.30,39.73,26.04,0.00,2002-10-15,2002-10-21,1
20021008,NC,0.00,100.00,91.82,75.02,55.43,26.18,2002-10-08,2002-10-14,1
20021001,NC,9.47,90.53,79.05,65.20,37.13,13.92,2002-10-01,2002-10-07,1
20020924,NC,10.16,89.84,81.93,56.72,34.98,10.54,2002-09-24,2002-09-30,1
20020917,NC,5.85,94.15,81.93,56.22,37.91,10.22,2002-09-17,2002-09-23,1
20020910,NC,0.00,100.00,84.88,58.28,38.72,14.79,2002-09-10,2002-09-16,1
20020903,NC,0.00,100.00,84.13,57.20,35.35,12.71,2002-09-03,2002-09-09,1
20020827,NC,0.00,100.00,89.23,74.19,47.86,25.79,2002-08-27,2002-09-02,1
20020820,NC,0.00,100.00,100.00,81.86,59.56,33.83,2002-08-20,2002-08-26,1
20020813,NC,0.00,100.00,100.00,82.05,56.72,33.10,2002-08-13,2002-08-19,1
20020806,NC,0.00,100.00,99.70,81.73,53.55,30.32,2002-08-06,2002-08-12,1
20020730,NC,0.00,100.00,99.23,65.29,43.59,23.31,2002-07-30,2002-08-05,1
20020723,NC,0.00,100.00,99.98,94.58,55.03,22.57,2002-07-23,2002-07-29,1
20020716,NC,0.00,100.00,99.97,79.03,54.36,22.15,2002-07-16,2002-07-22,1
20020709,NC,0.00,100.00,100.00,80.07,53.93,21.79,2002-07-09,2002-07-15,1
20020702,NC,0.00,100.00,100.00,74.47,51.42,20.65,2002-07-02,2002-07-08,1
20020625,NC,0.00,100.00,100.00,73.86,50.99,19.81,2002-06-25,2002-07-01,1
20020618,NC,0.00,100.00,94.15,64.54,41.28,15.25,2002-06-18,2002-06-24,1
20020611,NC,0.02,99.98,88.49,65.89,28.60,0.00,2002-06-11,2002-06-17,1
20020604,NC,0.00,100.00,85.62,61.56,26.23,0.00,2002-06-04,2002-06-10,1
20020528,NC,0.00,100.00,83.63,62.04,24.78,0.00,2002-05-28,2002-06-03,1
20020521,NC,0.41,99.59,84.57,61.47,24.77,0.00,2002-05-21,2002-05-27,1
20020514,NC,0.27,99.73,85.46,59.69,24.43,0.00,2002-05-14,2002-05-20,1
20020507,NC,0.28,99.72,85.37,60.62,26.50,0.00,2002-05-07,2002-05-13,1
20020430,NC,0.00,100.00,91.93,56.76,27.87,0.00,2002-04-30,2002-05-06,1
20020423,NC,0.00,100.00,91.20,55.52,20.41,0.00,2002-04-23,2002-04-29,1
20020416,NC,0.99,99.01,86.43,55.39,21.55,0.00,2002-04-16,2002-04-22,1
20020409,NC,0.33,99.67,89.26,55.20,15.02,0.00,2002-04-09,2002-04-15,1
20020402,NC,0.26,99.74,89.04,54.67,13.98,0.00,2002-04-02,2002-04-08,1
20020326,NC,0.00,100.00,99.58,86.33,22.16,0.00,2002-03-26,2002-04-01,1
20020319,NC,0.00,100.00,99.77,88.11,21.87,0.00,2002-03-19,2002-03-25,1
20020312,NC,0.00,100.00,100.00,94.08,27.30,0.00,2002-03-12,2002-03-18,1
20020305,NC,0.00,100.00,94.28,67.09,8.01,0.00,2002-03-05,2002-03-11,1
20020226,NC,0.00,100.00,94.12,66.75,7.62,0.00,2002-02-26,2002-03-04,1
20020219,NC,0.00,100.00,90.92,54.92,0.49,0.00,2002-02-19,2002-02-25,1
20020212,NC,2.67,97.33,90.90,56.14,0.51,0.00,2002-02-12,2002-02-18,1
20020205,NC,2.91,97.09,93.56,50.22,0.51,0.00,2002-02-05,2002-02-11,1
20020129,NC,1.45,98.55,93.78,46.22,0.00,0.00,2002-01-29,2002-02-04,1
20020122,NC,0.00,100.00,99.04,64.97,0.00,0.00,2002-01-22,2002-01-28,1
20020115,NC,0.00,100.00,100.00,78.98,0.00,0.00,2002-01-15,2002-01-21,1
20020108,NC,0.00,100.00,100.00,85.17,0.00,0.00,2002-01-08,2002-01-14,1
20020101,NC,0.00,100.00,99.89,88.75,0.03,0.00,2002-01-01,2002-01-07,1
20011225,NC,0.00,100.00,99.79,89.26,0.00,0.00,2001-12-25,2001-12-31,1
20011218,NC,0.00,100.00,99.79,91.93,0.00,0.00,2001-12-18,2001-12-24,1
20011211,NC,0.00,100.00,99.97,84.64,0.00,0.00,2001-12-11,2001-12-17,1
20011204,NC,0.00,100.00,100.00,100.00,23.83,0.00,2001-12-04,2001-12-10,1
20011127,NC,0.00,100.00,100.00,100.00,0.00,0.00,2001-11-27,2001-12-03,1
20011120,NC,0.00,100.00,100.00,100.00,0.00,0.00,2001-11-20,2001-11-26,1
20011113,NC,0.00,100.00,100.00,42.48,0.00,0.00,2001-11-13,2001-11-19,1
20011106,NC,0.00,100.00,88.97,28.71,0.00,0.00,2001-11-06,2001-11-12,1
20011030,NC,0.00,100.00,84.06,0.13,0.00,0.00,2001-10-30,2001-11-05,1
20011023,NC,0.00,100.00,26.83,0.00,0.00,0.00,2001-10-23,2001-10-29,1
20011016,NC,61.78,38.22,12.82,0.00,0.00,0.00,2001-10-16,2001-10-22,1
20011009,NC,59.25,40.75,11.97,0.00,0.00,0.00,2001-10-09,2001-10-15,1
20011002,NC,71.18,28.82,5.31,0.00,0.00,0.00,2001-10-02,2001-10-08,1
20010925,NC,75.09,24.91,5.31,0.00,0.00,0.00,2001-09-25,2001-10-01,1
20010918,NC,69.19,30.81,7.99,3.06,0.00,0.00,2001-09-18,2001-09-24,1
20010911,NC,66.57,33.43,7.99,3.06,0.00,0.00,2001-09-11,2001-09-17,1
20010904,NC,74.74,25.26,7.99,3.06,0.00,0.00,2001-09-04,2001-09-10,1
20010828,NC,70.16,29.84,10.35,4.59,0.00,0.00,2001-08-28,2001-09-03,1
20010821,NC,79.37,20.63,8.37,4.21,0.00,0.00,2001-08-21,2001-08-27,1
20010814,NC,75.30,24.70,10.05,4.87,0.00,0.00,2001-08-14,2001-08-20,1
20010807,NC,62.16,37.84,18.23,5.06,0.00,0.00,2001-08-07,2001-08-13,1
20010731,NC,70.88,29.12,15.58,3.18,0.00,0.00,2001-07-31,2001-08-06,1
20010724,NC,49.94,50.06,15.58,8.21,3.40,0.00,2001-07-24,2001-07-30,1
20010717,NC,60.30,39.70,15.58,8.21,3.40,0.00,2001-07-17,2001-07-23,1
20010710,NC,70.77,29.23,15.58,8.21,3.40,0.00,2001-07-10,2001-07-16,1
20010703,NC,51.30,48.70,37.95,17.39,7.28,0.00,2001-07-03,2001-07-09,1
20010626,NC,51.30,48.70,38.03,30.61,14.43,0.00,2001-06-26,2001-07-02,1
20010619,NC,51.30,48.70,38.03,30.61,20.77,0.00,2001-06-19,2001-06-25,1
20010612,NC,45.07,54.93,42.08,30.47,19.15,0.00,2001-06-12,2001-06-18,1
20010605,NC,41.25,58.75,42.08,30.47,18.60,0.00,2001-06-05,2001-06-11,1
20010529,NC,0.00,100.00,53.57,38.74,19.32,0.00,2001-05-29,2001-06-04,1
20010522,NC,0.00,100.00,54.97,42.83,22.59,0.00,2001-05-22,2001-05-28,1
20010515,NC,0.00,100.00,62.27,43.16,23.90,0.00,2001-05-15,2001-05-21,1
20010508,NC,0.00,100.00,62.28,42.68,23.62,0.00,2001-05-08,2001-05-14,1
20010501,NC,28.89,71.11,48.91,38.26,7.65,0.00,2001-05-01,2001-05-07,1
20010424,NC,6.90,93.10,48.65,38.57,7.65,0.00,2001-04-24,2001-04-30,1
20010417,NC,6.84,93.16,48.65,35.27,7.65,0.00,2001-04-17,2001-04-23,1
20010410,NC,6.84,93.16,48.51,34.54,7.65,0.00,2001-04-10,2001-04-16,1
20010403,NC,6.89,93.11,48.45,34.54,7.65,0.00,2001-04-03,2001-04-09,1
20010327,NC,2.49,97.51,61.88,47.51,24.19,0.00,2001-03-27,2001-04-02,1
20010320,NC,2.39,97.61,74.19,47.51,24.19,0.00,2001-03-20,2001-03-26,1
20010313,NC,1.76,98.24,71.05,48.14,25.38,0.00,2001-03-13,2001-03-19,1
20010306,NC,2.66,97.34,71.05,48.18,26.57,0.00,2001-03-06,2001-03-12,1
20010227,NC,1.15,98.85,71.05,48.61,28.57,0.00,2001-02-27,2001-03-05,1
20010220,NC,0.06,99.94,71.05,48.35,30.93,0.00,2001-02-20,2001-02-26,1
20010213,NC,0.97,99.03,71.00,48.49,26.21,0.00,2001-02-13,2001-02-19,1
20010206,NC,13.17,86.83,45.24,38.94,11.30,0.00,2001-02-06,2001-02-12,1
20010130,NC,2.99,97.01,32.71,23.59,0.00,0.00,2001-01-30,2001-02-05,1
20010123,NC,48.67,51.33,32.71,23.59,0.00,0.00,2001-01-23,2001-01-29,1
20010116,NC,46.14,53.86,36.78,28.67,19.83,0.00,2001-01-16,2001-01-22,1
20010109,NC,46.93,53.07,36.78,28.67,19.83,0.00,2001-01-09,2001-01-15,1
20010102,NC,46.93,53.07,36.36,28.09,2.86,0.00,2001-01-02,2001-01-08,1
20001226,NC,46.93,53.07,36.32,28.09,3.00,0.00,2000-12-26,2001-01-01,1
20001219,NC,43.35,56.65,36.32,28.09,2.72,0.00,2000-12-19,2000-12-25,1
20001212,NC,38.16,61.84,42.86,28.94,13.75,0.00,2000-12-12,2000-12-18,1
20001205,NC,37.37,62.63,42.86,28.95,6.94,0.00,2000-12-05,2000-12-11,1
20001128,NC,37.37,62.63,44.34,30.19,6.94,0.00,2000-11-28,2000-12-04,1
20001121,NC,18.47,81.53,46.15,32.94,22.47,0.00,2000-11-21,2000-11-27,1
20001114,NC,15.01,84.99,46.90,37.44,25.33,0.00,2000-11-14,2000-11-20,1
20001107,NC,18.23,81.77,51.38,36.05,31.23,2.66,2000-11-07,2000-11-13,1
20001031,NC,25.92,74.08,51.26,37.00,31.29,0.00,2000-10-31,2000-11-06,1
20001024,NC,48.74,51.26,32.42,28.50,11.88,0.00,2000-10-24,2000-10-30,1
20001017,NC,60.15,39.85,31.72,13.48,0.00,0.00,2000-10-17,2000-10-23,1
20001010,NC,79.90,20.10,13.20,0.80,0.00,0.00,2000-10-10,2000-10-16,1
20001003,NC,84.57,15.43,4.80,0.80,0.00,0.00,2000-10-03,2000-10-09,1
20000926,NC,89.41,10.59,4.80,0.14,0.00,0.00,2000-09-26,2000-10-02,1
20000919,NC,72.20,27.80,10.94,1.25,0.00,0.00,2000-09-19,2000-09-25,1
20000912,NC,72.20,27.80,10.94,1.25,0.00,0.00,2000-09-12,2000-09-18,1
20000905,NC,72.21,27.79,9.35,1.02,0.00,0.00,2000-09-05,2000-09-11,1
20000829,NC,66.72,33.28,19.63,7.02,0.00,0.00,2000-08-29,2000-09-04,1
20000822,NC,66.54,33.46,19.63,7.03,0.00,0.00,2000-08-22,2000-08-28,1
20000815,NC,65.39,34.61,19.42,7.64,0.00,0.00,2000-08-15,2000-08-21,1
20000808,NC,61.46,38.54,30.63,15.88,0.00,0.00,2000-08-08,2000-08-14,1
20000801,NC,60.06,39.94,32.06,15.78,0.07,0.00,2000-08-01,2000-08-07,1
20000725,NC,53.41,46.59,33.98,22.93,2.36,0.00,2000-07-25,2000-07-31,1
20000718,NC,33.42,66.58,45.91,26.81,1.80,0.00,2000-07-18,2000-07-24,1
20000711,NC,50.63,49.37,36.75,24.19,10.11,0.00,2000-07-11,2000-07-17,1
20000704,NC,49.80,50.20,36.75,24.20,7.33,0.00,2000-07-04,2000-07-10,1
20000627,NC,43.57,56.43,40.51,21.19,0.00,0.00,2000-06-27,2000-07-03,1
20000620,NC,57.94,42.06,29.87,8.64,0.00,0.00,2000-06-20,2000-06-26,1
20000613,NC,56.37,43.63,25.98,2.60,0.00,0.00,2000-06-13,2000-06-19,1
20000606,NC,65.99,34.01,2.00,0.00,0.00,0.00,2000-06-06,2000-06-12,1
20000530,NC,65.80,34.20,1.64,0.00,0.00,0.00,2000-05-30,2000-06-05,1
20000523,NC,75.22,24.78,2.44,0.00,0.00,0.00,2000-05-23,2000-05-29,1
20000516,NC,83.79,16.21,1.44,0.00,0.00,0.00,2000-05-16,2000-05-22,1
20000509,NC,90.65,9.35,1.04,0.00,0.00,0.00,2000-05-09,2000-05-15,1
20000502,NC,89.12,10.88,0.90,0.00,0.00,0.00,2000-05-02,2000-05-08,1
20000425,NC,89.12,10.88,0.90,0.00,0.00,0.00,2000-04-25,2000-05-01,1
20000418,NC,89.65,10.35,0.90,0.00,0.00,0.00,2000-04-18,2000-04-24,1
20000411,NC,65.58,34.42,6.45,0.00,0.00,0.00,2000-04-11,2000-04-17,1
20000404,NC,64.39,35.61,5.92,0.00,0.00,0.00,2000-04-04,2000-04-10,1
20000328,NC,66.14,33.86,18.49,0.00,0.00,0.00,2000-03-28,2000-04-03,1
20000321,NC,63.47,36.53,21.36,0.00,0.00,0.00,2000-03-21,2000-03-27,1
20000314,NC,63.47,36.53,21.36,0.00,0.00,0.00,2000-03-14,2000-03-20,1
20000307,NC,63.91,36.09,21.36,0.00,0.00,0.00,2000-03-07,2000-03-13,1
20000229,NC,74.10,25.90,8.37,0.00,0.00,0.00,2000-02-29,2000-03-06,1
20000222,NC,93.08,6.92,0.87,0.00,0.00,0.00,2000-02-22,2000-02-28,1
20000215,NC,92.56,7.44,1.28,0.00,0.00,0.00,2000-02-15,2000-02-21,1
20000208,NC,88.35,11.65,1.28,0.00,0.00,0.00,2000-02-08,2000-02-14,1
20000201,NC,88.35,11.65,1.09,0.00,0.00,0.00,2000-02-01,2000-02-07,1
20000125,NC,76.75,23.25,8.13,0.00,0.00,0.00,2000-01-25,2000-01-31,1
20000118,NC,59.46,40.54,12.14,0.00,0.00,0.00,2000-01-18,2000-01-24,1
20000111,NC,59.84,40.16,12.14,0.00,0.00,0.00,2000-01-11,2000-01-17,1
20000104,NC,55.69,44.31,20.13,0.00,0.00,0.00,2000-01-04,2000-01-10,1
